foreignId,make,model,year,price,condition,kilometres,transmission,drivetrain,fueltype


1499603890,Scion,xB,2012,$5,499,Used,191,637,Automatic,Front-wheel drive (FWD),Gas
1499603890,Scion,xB,2012,$5499,Used,191,637,Automatic,Front-wheel drive (FWD),Gas
1499603909,Ford,F 150,2008,$6000,Used,237,000,N/A,N/A,N/A
22296244,Mercedes-Benz,CLA,2018,$29495,Used,20,562,Automatic,All-wheel drive (AWD),Gas
